Date/Time To,Date/Time To(New),App Registrations,Total_reg,QR Codes Generated,NZBN Registered Businesses,Scans,Manual Entries,Scan and manual Usage_perday,Active Devices,Bluetooth Active (24hr),Sca/manual/blutoo Total usagePerday,Avg scans per Avtive divices,Avg manual entries per Avtive Device,Scans per Active device,Manual entry per active device,Active device/Cumulative registrations,Bluetooth active/cumulative registrations
24/06/2021 12:00,6/24/2021,6113,2931697,1790,176,895994,106825,1002819,482433,1475236,2478055,1.85724028,0.607356382,1.85724028,0.221429711,0.164557592,0.50320207
25/06/2021 12:00,6/25/2021,3685,2935382,1243,87,962110,55495,1017605,491460,1482381,2499986,1.957656778,0.649030175,1.957656778,0.112918651,0.16742625,0.505004459
26/06/2021 12:00,6/26/2021,2653,2938035,696,40,942648,48511,991159,475317,1476297,2467456,1.983198581,0.638521923,1.983198581,0.102060309,0.161780578,0.502477676
27/06/2021 12:00,6/27/2021,2333,2940368,245,30,792288,39650,831938,399592,1472625,2304563,1.982742397,0.538010695,1.982742397,0.099226211,0.135898636,0.500830168
28/06/2021 12:00,6/28/2021,1871,2942239,346,30,755363,48068,803431,404930,1481350,2284781,1.865416245,0.50991528,1.865416245,0.118706937,0.137626481,0.503477114
29/06/2021 12:00,6/29/2021,2797,2945036,858,82,806839,50387,857226,430272,1486958,2344184,1.875183605,0.542610484,1.875183605,0.117104994,0.146100761,0.504903166
30/06/2021 12:00,6/30/2021,1844,2946880,833,49,806349,39896,846245,434548,1494143,2340388,1.855603984,0.539673244,1.855603984,0.091810341,0.147460365,0.507025396
1/7/2021 12:00,7/1/2021,985,2947865,630,52,858813,38574,897387,448953,1495931,2393318,1.91292407,0.57409934,1.91292407,0.085919907,0.15229768,0.507462519
2/7/2021 12:00,7/2/2021,994,2948859,734,40,845153,35533,880686,436388,1493706,2374392,1.936700826,0.56580947,1.936700826,0.081425245,0.147985373,0.506536935
3/7/2021 12:00,7/3/2021,881,2949740,580,28,815303,33307,848610,418608,1491864,2340474,1.947652697,0.546499547,1.947652697,0.079566086,0.141913525,0.505761186
4/7/2021 12:00,7/4/2021,752,2950492,0,0,704119,29384,733503,356799,1484382,2217885,1.973433222,0.474351616,1.973433222,0.082354491,0.120928645,0.503096433
5/7/2021 12:00,7/5/2021,835,2951327,390,44,660709,31315,692024,357404,1491245,2183269,1.848633479,0.443058652,1.848633479,0.087617934,0.121099424,0.50527949
6/7/2021 12:00,7/6/2021,1066,2952393,666,33,695829,31712,727541,371356,1493789,2221330,1.873751872,0.465814784,1.873751872,0.085395146,0.125781358,0.505958726
7/7/2021 12:00,7/7/2021,1082,2953475,577,33,703954,33116,737070,372903,1495009,2232079,1.88776706,0.470869406,1.88776706,0.088805936,0.126259068,0.506186441
8/7/2021 12:00,7/8/2021,1077,2954552,607,32,720651,31668,752319,380327,1494760,2247079,1.894819458,0.4821182,1.894819458,0.08326519,0.128725776,0.505917648
9/7/2021 12:00,7/9/2021,1105,2955657,616,20,726833,31573,758406,379057,1494548,2252954,1.917476791,0.486322955,1.917476791,0.083293542,0.128247967,0.50565678
10/7/2021 12:00,7/10/2021,1152,2956809,583,29,719153,30275,749428,367985,1492946,2242374,1.954299768,0.481700611,1.954299768,0.082272375,0.124453423,0.504917971
11/7/2021 12:00,7/11/2021,1100,2957909,136,14,628467,26973,655440,324897,1485271,2140711,1.934357658,0.423132883,1.934357658,0.083020157,0.109840093,0.502135461
12/7/2021 12:00,7/12/2021,1009,2958918,257,23,590872,29059,619931,321561,1491288,2111219,1.83751139,0.396215889,1.83751139,0.090368546,0.108675198,0.503997745
13/07/2021 12:00,7/13/2021,1126,2960044,587,42,657427,30418,687845,346003,1493767,2181612,1.90006156,0.440113485,1.90006156,0.087912533,0.116891168,0.504643512
14/07/2021 12:00,7/14/2021,1117,2961161,521,29,674460,29295,703755,352810,1494486,2198241,1.911680508,0.451298975,1.911680508,0.083033361,0.119145835,0.504695962
15/07/2021 12:00,7/15/2021,1140,2962301,598,39,696163,30319,726482,361282,1495008,2221490,1.92692412,0.465658378,1.92692412,0.083920594,0.121959922,0.504677951
16/07/2021 12:00,7/16/2021,1190,2963491,596,28,701189,29638,730827,359956,1495096,2225923,1.947985309,0.468992627,1.947985309,0.082337841,0.121463504,0.504504991
17/07/2021 12:00,7/17/2021,973,2964464,423,26,626834,26242,653076,325928,1493082,2146158,1.923228443,0.419825569,1.923228443,0.080514715,0.109945002,0.503660021
18/07/2021 12:00,7/18/2021,818,2965282,139,12,499981,22639,522620,272182,1486125,2008745,1.836936315,0.336432669,1.836936315,0.083175963,0.091789584,0.50117493
19/07/2021 12:00,7/19/2021,853,2966135,232,30,547625,26660,574285,301763,1492538,2066823,1.814751974,0.366908581,1.814751974,0.088347478,0.101736098,0.503192876
20/07/2021 12:00,7/20/2021,688,2966823,608,33,624223,29027,653250,331297,1494995,2148245,1.884179452,0.417541865,1.884179452,0.087616248,0.111667262,0.503904345
21/07/2021 12:00,7/21/2021,791,2967614,579,51,648987,29171,678158,339050,1495447,2173605,1.914133609,0.43397526,1.914133609,0.086037458,0.114250034,0.503922343
22/07/2021 12:00,7/22/2021,753,2968367,523,31,626865,28713,655578,332190,1495777,2151355,1.887067642,0.419089878,1.887067642,0.086435474,0.111910017,0.503905683
23/07/2021 12:00,7/23/2021,847,2969214,593,32,641843,28028,669871,336052,1495497,2165368,1.909951436,0.429183743,1.909951436,0.083403759,0.113178774,0.503667637
24/07/2021 12:00,7/24/2021,789,2970003,493,19,642109,28840,670949,330367,1493283,2164232,1.943623304,0.429998199,1.943623304,0.087296855,0.111234568,0.502788381
25/07/2021 12:00,7/25/2021,523,2970526,135,16,543427,25107,568534,288663,1486250,2054784,1.882565483,0.365636333,1.882565483,0.086976855,0.097175719,0.500332264
26/07/2021 12:00,7/26/2021,448,2970974,212,20,512563,27196,539759,287874,1493397,2033156,1.780511613,0.343219519,1.780511613,0.094471887,0.096895496,0.502662427
27/07/2021 12:00,7/27/2021,619,2971593,565,34,551290,27592,578882,302950,1494941,2073823,1.819739231,0.368770406,1.819739231,0.091077736,0.101948685,0.503077306
28/07/2021 12:00,7/28/2021,526,2972119,667,31,581011,26891,607902,314754,1495321,2103223,1.845920941,0.388552692,1.845920941,0.085434975,0.10590222,0.503116127
29/07/2021 12:00,7/29/2021,546,2972665,544,32,602634,26973,629607,324684,1495060,2124667,1.856063126,0.403083488,1.856063126,0.08307462,0.109223205,0.502935918
30/07/2021 12:00,7/30/2021,511,2973176,569,37,618318,27893,646211,327969,1494077,2140288,1.885294037,0.41384614,1.885294037,0.085047672,0.110309312,0.502518855
31/07/2021 12:00,7/31/2021,520,2973696,556,20,586693,24576,611269,308199,1492106,2103375,1.903617468,0.393197936,1.903617468,0.079740687,0.103641731,0.50176817
1/8/2021 12:00,8/1/2021,477,2974173,118,12,503805,23243,527048,270476,1484584,2011632,1.862660643,0.339357692,1.862660643,0.085933687,0.090941583,0.49915859
2/8/2021 12:00,8/2/2021,444,2974617,194,15,499638,24490,524128,280499,1491811,2015939,1.781246992,0.334920442,1.781246992,0.087308689,0.094297518,0.50151364
3/8/2021 12:00,8/3/2021,457,2975074,592,36,531151,24865,556016,291182,1494080,2050096,1.82412031,0.355503721,1.82412031,0.085393328,0.097873868,0.502199273
4/8/2021 12:00,8/4/2021,425,2975499,669,30,541070,24438,565508,295337,1494971,2060479,1.832042717,0.361926753,1.832042717,0.082746151,0.099256293,0.502426988
5/8/2021 12:00,8/5/2021,479,2975978,650,41,569028,27075,596103,307787,1497332,2093435,1.84877204,0.380027943,1.84877204,0.087966678,0.103423816,0.503139472
6/8/2021 12:00,8/6/2021,463,2976441,592,33,575775,25459,601234,304886,1500805,2102039,1.888492748,0.383644111,1.888492748,0.083503342,0.102433074,0.504228036
7/8/2021 12:00,8/7/2021,395,2976836,499,21,572808,23650,596458,297187,1502392,2098850,1.927432896,0.381264011,1.927432896,0.079579524,0.099833179,0.504694246
8/8/2021 12:00,8/8/2021,302,2977138,121,12,476162,20587,496749,255614,1497827,1994576,1.862816591,0.317901867,1.862816591,0.080539407,0.085858969,0.503109698
9/8/2021 12:00,8/9/2021,361,2977499,182,15,439338,23595,462933,249782,1506839,1969772,1.758885748,0.291562669,1.758885748,0.094462371,0.083889869,0.506075401
10/8/2021 12:00,8/10/2021,439,2977938,700,36,522289,26051,548340,286612,1510613,2058953,1.822285878,0.345746396,1.822285878,0.090892914,0.09624512,0.507268116
11/8/2021 12:00,8/11/2021,430,2978368,605,39,579732,25324,605056,308090,1513447,2118503,1.881696907,0.383054048,1.881696907,0.082196761,0.103442556,0.508146408
12/8/2021 12:00,8/12/2021,605,2978973,694,42,615578,28979,644557,327015,1516064,2160621,1.88241518,0.406036948,1.88241518,0.08861673,0.109774409,0.508921699
13/08/2021 12:00,8/13/2021,616,2979589,864,44,644052,27672,671724,335099,1519130,2190854,1.921975297,0.423961083,1.921975297,0.082578581,0.11246484,0.509845485
14/08/2021 12:00,8/14/2021,571,2980160,594,26,625289,27150,652439,322433,1519903,2172342,1.93928351,0.411400596,1.93928351,0.08420354,0.108193184,0.510007181
15/08/2021 12:00,8/15/2021,446,2980606,147,17,529866,22907,552773,280163,1514023,2066796,1.891277578,0.349972226,1.891277578,0.081763116,0.093995315,0.507958113
16/08/2021 12:00,8/16/2021,465,2981071,208,18,527885,25779,553664,291638,1521423,2075087,1.810069333,0.346967937,1.810069333,0.088393831,0.097829941,0.510361209
17/08/2021 12:00,8/17/2021,489,2981560,297,41,557433,25326,582759,303032,1525306,2108065,1.839518599,0.365456505,1.839518599,0.083575332,0.101635386,0.511579844
18/08/2021 12:00,8/18/2021,15021,2996581,1541,182,762056,255338,1017394,502653,1580427,2597821,1.516067745,0.482183612,1.516067745,0.507980655,0.16774217,0.527410072
19/08/2021 12:00,8/19/2021,21294,3017875,2525,505,499135,227713,726848,389142,1638387,2365235,1.282655175,0.304650244,1.282655175,0.585166854,0.128945699,0.542894255
20/08/2021 12:00,8/20/2021,16516,3034391,1794,266,556302,168733,725035,430357,1681791,2406826,1.292652379,0.330779508,1.292652379,0.392076811,0.141826482,0.554243339
21/08/2021 12:00,8/21/2021,15474,3049865,2044,182,561158,159855,721013,450557,1721371,2442384,1.245476155,0.325994803,1.245476155,0.354794177,0.147730145,0.564408916
22/08/2021 12:00,8/22/2021,10081,3059946,3788,115,479134,142760,621894,392055,1748434,2370328,1.222109143,0.27403608,1.222109143,0.364132583,0.12812481,0.571393744
23/08/2021 12:00,8/23/2021,31525,3091471,2548,549,581005,178820,759825,455810,1804609,2564434,1.274664882,0.321956169,1.274664882,0.392312586,0.147441137,0.583737968
24/08/2021 12:00,8/24/2021,23943,3115414,3895,629,706575,132542,839117,527780,1848914,2688031,1.338768047,0.382156769,1.338768047,0.251131153,0.169409266,0.59347297
25/08/2021 12:00,8/25/2021,15425,3130839,6370,567,746136,166558,912694,549132,1876247,2788941,1.358755272,0.39767472,1.358755272,0.303311408,0.175394519,0.599279299
26/08/2021 12:00,8/26/2021,11948,3142787,3783,366,753964,123498,877462,551133,1898203,2775665,1.368025504,0.397198824,1.368025504,0.224080213,0.175364414,0.603987162
27/08/2021 12:00,8/27/2021,9675,3152462,11095,321,735561,129436,864997,547638,1912800,2777797,1.343151863,0.384546738,1.343151863,0.236353211,0.173717558,0.606763856
28/08/2021 12:00,8/28/2021,8528,3160990,4949,469,672592,124970,797562,514771,1926154,2723716,1.30658487,0.349189109,1.30658487,0.242768144,0.162851195,0.609351501
29/08/2021 12:00,8/29/2021,6242,3167232,1586,348,571521,109220,680741,454573,1929219,2609960,1.257270009,0.29624475,1.257270009,0.24026944,0.143523746,0.609118309
30/08/2021 12:00,8/30/2021,5295,3172527,2004,411,606465,126450,732915,472036,1942930,2675845,1.284785482,0.312139398,1.284785482,0.267882111,0.148788647,0.612423472
31/08/2021 12:00,8/31/2021,5930,3178457,6921,1025,687118,106801,793919,506368,1954689,2748608,1.356953836,0.351522928,1.356953836,0.210915777,0.159312522,0.614980476
1/9/2021 12:00,9/1/2021,12152,3190609,11258,1585,986672,108022,1094694,670370,1970029,3064723,1.471831973,0.500841358,1.471831973,0.161137879,0.210107224,0.617446074
2/9/2021 12:00,9/2/2021,9285,3199894,6394,587,1191159,107969,1299128,758220,1988868,3287996,1.570993907,0.59891305,1.570993907,0.142397985,0.236951599,0.621541839
3/9/2021 12:00,9/3/2021,6240,3206134,3408,362,1177374,94952,1272326,752324,1999219,3271545,1.56498264,0.588916972,1.56498264,0.126211579,0.234651452,0.62356065
4/9/2021 12:00,9/4/2021,4423,3210557,1783,170,1064385,76770,1141155,715601,2006506,3147661,1.487400101,0.530466891,1.487400101,0.107280454,0.222889985,0.624971306
5/9/2021 12:00,9/5/2021,3093,3213650,417,70,856498,67955,924453,616174,2003733,2928186,1.390026194,0.427451162,1.390026194,0.110285406,0.191736499,0.623506916
6/9/2021 12:00,9/6/2021,3231,3216881,1174,186,911385,80687,992072,633848,2011630,3003702,1.437860497,0.453057968,1.437860497,0.127297081,0.197038063,0.625335535
7/9/2021 12:00,9/7/2021,9227,3226108,4672,737,1022898,106012,1128910,673829,2024796,3153706,1.518037959,0.505185708,1.518037959,0.157327749,0.208867465,0.627628089
8/9/2021 12:00,9/8/2021,9146,3235254,-6671,788,1628519,95474,1723993,882600,2040623,3764616,1.845138228,0.798049909,1.845138228,0.108173578,0.272807019,0.630745839
9/9/2021 12:00,9/9/2021,13916,3249170,4265,653,2554276,115351,2669627,1157290,2062795,4732422,2.207118354,1.23825974,2.207118354,0.099673375,0.356180194,0.634868289
10/9/2021 12:00,9/10/2021,9516,3258686,2412,368,2654392,100302,2754694,1173491,2078535,4833229,2.261961958,1.27704946,2.261961958,0.085473174,0.360111714,0.637844518
11/9/2021 12:00,9/11/2021,6850,3265536,5380,352,2607197,94584,2701781,1147647,2085939,4787720,2.271776077,1.249891296,2.271776077,0.082415586,0.351442152,0.638773849
12/9/2021 12:00,9/12/2021,6023,3271559,779,110,2205680,76144,2281824,1028200,2085707,4367531,2.145185762,1.057521502,2.145185762,0.074055631,0.314284413,0.637526941
13/09/2021 12:00,9/13/2021,3330,3274889,773,84,2151180,84905,2236085,1043326,2070865,4306950,2.061848358,1.03878331,2.061848358,0.081379166,0.318583622,0.632346623
14/09/2021 12:00,9/14/2021,4378,3279267,2337,258,2344173,86142,2430315,1094139,2105551,4535866,2.142481897,1.113329955,2.142481897,0.078730399,0.333653527,0.64207977
15/09/2021 12:00,9/15/2021,4306,3283573,2238,178,2464824,75637,2540461,1145109,2113827,4654288,2.152479808,1.16604812,2.152479808,0.066052227,0.348738706,0.643758187
16/09/2021 12:00,9/16/2021,3797,3287370,2546,171,2484976,71274,2556250,1137270,2119341,4675591,2.185036095,1.172522968,2.185036095,0.062671134,0.345951323,0.644691957
17/09/2021 12:00,9/17/2021,3358,3290728,1728,95,2531396,72040,2603436,1144091,2123889,4727325,2.21258274,1.191868313,2.21258274,0.062967019,0.347671093,0.645416151
18/09/2021 12:00,9/18/2021,3437,3294165,1394,107,2607402,66812,2674214,1167530,2127948,4802162,2.233263385,1.225312837,2.233263385,0.057225082,0.354423655,0.645974928
19/09/2021 12:00,9/19/2021,2895,3297060,453,56,2158689,54956,2213645,996217,2112023,4325668,2.166886331,1.022095403,2.166886331,0.055164688,0.30215313,0.640577666
20/09/2021 12:00,9/20/2021,2897,3299957,947,102,2133760,71069,2204829,1031020,2131212,4336041,2.069562181,1.001195564,2.069562181,0.068930768,0.312434374,0.645830234
21/09/2021 12:00,9/21/2021,3248,3303205,3682,430,2325940,74804,2400744,1094298,2138087,4538831,2.125508774,1.087860316,2.125508774,0.068357979,0.331283708,0.647276509
22/09/2021 12:00,9/22/2021,4591,3307796,6672,725,2516749,74213,2590962,1178154,2144832,4735794,2.13617999,1.17340146,2.13617999,0.062990916,0.356174927,0.648417254
23/09/2021 12:00,9/23/2021,2778,3310574,4331,426,2580164,72117,2652281,1228024,2152121,4804402,2.101069686,1.198893557,2.101069686,0.058726051,0.370939903,0.650074881
24/09/2021 12:00,9/24/2021,3221,3313795,2349,227,2694064,68087,2762151,1226744,2153920,4916071,2.196109376,1.250772545,2.196109376,0.055502207,0.370193087,0.649985892
25/09/2021 12:00,9/25/2021,2667,3316462,1406,115,2724593,62505,2787098,1225187,2157980,4945078,2.223818078,1.262566382,2.223818078,0.051016702,0.369425912,0.650687389
26/09/2021 13:00,9/26/2021,2435,3318897,525,76,2358402,54487,2412889,1094535,2150668,4563557,2.154706793,1.096590455,2.154706793,0.049780957,0.329788782,0.648006853
27/09/2021 13:00,9/27/2021,2130,3321027,877,94,2205369,60666,2266035,1076583,2159272,4425307,2.048489527,1.021348399,2.048489527,0.056350509,0.32417171,0.650182007
28/09/2021 13:00,9/28/2021,2151,3323178,2526,168,2367141,59962,2427103,1129394,2161062,4588165,2.095939061,1.095360059,2.095939061,0.053092189,0.339853598,0.650299803
29/09/2021 13:00,9/29/2021,2153,3325331,1734,111,2482112,58540,2540652,1177423,2163416,4704068,2.108088597,1.147311474,2.108088597,0.04971875,0.354076932,0.650586663
30/09/2021 13:00,9/30/2021,2185,3327516,1970,143,2555877,64351,2620228,1191633,2170807,4791035,2.144852484,1.177385645,2.144852484,0.054002365,0.358114882,0.652380635
1/10/2021 13:00,10/1/2021,2125,3329641,1592,135,2620584,59868,2680452,1203713,2171998,4852450,2.17708374,1.206531498,2.17708374,0.049736108,0.361514349,0.652321977
2/10/2021 13:00,10/2/2021,1937,3331578,1095,88,2603426,55321,2658747,1202486,2171360,4830107,2.165036433,1.198984047,2.165036433,0.046005525,0.360935869,0.651751212
3/10/2021 13:00,10/3/2021,1888,3333466,640,61,2129147,54472,2183619,1032070,2161356,4344975,2.062987007,0.985097781,2.062987007,0.052779366,0.309608678,0.648380994
4/10/2021 13:00,10/4/2021,2885,3336351,788,94,2171566,79653,2251219,1066084,2175137,4426356,2.036955812,0.998358264,2.036955812,0.074715501,0.319535924,0.651950889
5/10/2021 13:00,10/5/2021,2847,3339198,1965,185,2320210,69074,2389284,1121002,2181836,4571120,2.069764372,1.063420899,2.069764372,0.061618088,0.335709952,0.653401206
6/10/2021 13:00,10/6/2021,3030,3342228,2041,158,2472483,70802,2543285,1160298,2185260,4728545,2.13090344,1.131436534,2.13090344,0.061020531,0.34716303,0.653833311
7/10/2021 13:00,10/7/2021,2093,3344321,1759,150,2548597,68119,2616716,1187988,2188039,4804755,2.14530534,1.164785911,2.14530534,0.057339805,0.35522547,0.654255079
8/10/2021 13:00,10/8/2021,2872,3347193,4854,172,2603293,66709,2670002,1206057,2191056,4861058,2.158515725,1.188145351,2.158515725,0.055311648,0.36031893,0.654595059
9/10/2021 13:00,10/9/2021,2660,3349853,1956,130,2592409,70828,2663237,1187664,2191967,4855204,2.18277981,1.182686144,2.18277981,0.059636395,0.354542125,0.654347221
10/10/2021 13:00,10/10/2021,2384,3352237,635,62,2091790,64782,2156572,1028063,2182913,4339485,2.034690481,0.958256238,2.034690481,0.063013648,0.306679689,0.651180988
11/10/2021 13:00,10/11/2021,2429,3354666,863,133,2172073,76084,2248157,1089182,2194367,4442524,1.994224106,0.98984035,1.994224106,0.069854258,0.324676734,0.654123838
12/10/2021 13:00,10/12/2021,2870,3357536,2277,177,2270009,69105,2339114,1094745,2199507,4538621,2.073550462,1.032053547,2.073550462,0.063124289,0.326056072,0.655095582
13/10/2021 13:00,10/13/2021,2465,3360001,2101,130,2345433,62191,2407624,1121139,2204172,4611796,2.092009109,1.064088011,2.092009109,0.055471266,0.333672222,0.656003376
14/10/2021 13:00,10/14/2021,2437,3362438,1993,134,2444234,67446,2511680,1170071,2207006,4718686,2.088962123,1.107488607,2.088962123,0.057642656,0.347982922,0.656370764
15/10/2021 13:00,10/15/2021,2336,3364774,1772,123,2597981,65611,2663592,1202839,2209149,4872741,2.159874264,1.176009857,2.159874264,0.054546785,0.357479878,0.656551971
16/10/2021 13:00,10/16/2021,2269,3367043,1294,70,2559589,89153,2648742,1197057,2209499,4858241,2.138234854,1.158447684,2.138234854,0.074476821,0.355521744,0.656213479
17/10/2021 13:00,10/17/2021,2100,3369143,482,35,2046597,61681,2108278,1023566,2203644,4311922,1.999477318,0.928733044,1.999477318,0.060260892,0.303806042,0.654066628
18/10/2021 13:00,10/18/2021,1974,3371117,824,86,2000588,62040,2062628,1018201,2215093,4277721,1.964826198,0.903162079,1.964826198,0.060930995,0.302036684,0.657079834
19/10/2021 13:00,10/19/2021,1939,3373056,1876,119,2205046,59983,2265029,1090311,2219179,4484208,2.022400948,0.993631429,2.022400948,0.055014578,0.323241298,0.657913477
20/10/2021 13:00,10/20/2021,1881,3374937,1896,126,2379857,62345,2442202,1146992,2221385,4663587,2.074868003,1.071339277,2.074868003,0.054355218,0.339855825,0.658200435
21/10/2021 13:00,10/21/2021,1916,3376853,1832,103,2491922,58964,2550886,1189331,2223676,4774562,2.095230007,1.120631783,2.095230007,0.049577452,0.352200999,0.658505419
22/10/2021 13:00,10/22/2021,2026,3378879,1859,146,2526690,61282,2587972,1180162,2224581,4812553,2.140968782,1.1358049,2.140968782,0.051926769,0.349276195,0.658378415
23/10/2021 13:00,10/23/2021,1674,3380553,1547,110,2535142,59556,2594698,1162240,2221221,4815919,2.181255162,1.141328125,2.181255162,0.051242428,0.343801739,0.657058475
24/10/2021 13:00,10/24/2021,2299,3382852,541,47,2054636,54248,2108884,990569,2209275,4318159,2.074197759,0.93000464,2.074197759,0.054764484,0.292820673,0.653080596
25/10/2021 13:00,10/25/2021,1819,3384671,565,72,1735358,51237,1786595,888804,2208517,3995112,1.95246421,0.785757139,1.95246421,0.05764713,0.262596867,0.652505665
26/10/2021 13:00,10/26/2021,1889,3386560,899,86,2098703,67303,2166006,1052607,2228014,4394020,1.993814406,0.941961316,1.993814406,0.063939343,0.310818943,0.657898871
27/10/2021 13:00,10/27/2021,2292,3388852,1826,126,2355451,63751,2419202,1139601,2233964,4653166,2.066908506,1.054381807,2.066908506,0.055941509,0.336279365,0.659209667
28/10/2021 13:00,10/28/2021,2735,3391587,2071,143,2529045,82979,2612024,1181674,2237257,4849281,2.140222261,1.130422209,2.140222261,0.070221567,0.348413294,0.659649008
29/10/2021 13:00,10/29/2021,4340,3395927,2299,159,2630750,74077,2704827,1208648,2243351,4948178,2.176605596,1.172687645,2.176605596,0.061289143,0.355911066,0.660600478
30/10/2021 13:00,10/30/2021,2846,3398773,2484,108,2660984,63966,2724950,1219656,2243869,4968819,2.181749608,1.185890977,2.181749608,0.052445936,0.358851856,0.660199725
31/10/2021 13:00,10/31/2021,2362,3401135,1124,68,2099469,58752,2158221,1024185,2234999,4393220,2.049892353,0.939360152,2.049892353,0.057364636,0.301130358,0.657133281
1/11/2021 13:00,11/1/2021,2206,3403341,1741,80,2131540,63988,2195528,1066255,2246461,4441989,1.999090274,0.948843537,1.999090274,0.060011911,0.313296552,0.660075203
2/11/2021 13:00,11/2/2021,2221,3405562,2307,127,2287546,59660,2347206,1116534,2250224,4597430,2.048792065,1.016585904,2.048792065,0.053433214,0.327856019,0.660749679
3/11/2021 13:00,11/3/2021,2109,3407671,4294,122,2380735,58646,2439381,1138441,2253341,4692722,2.091223875,1.056535606,2.091223875,0.051514308,0.334081841,0.661255444
4/11/2021 13:00,11/4/2021,2065,3409736,1515,93,2431306,54938,2486244,1149055,2255543,4741787,2.115917863,1.077924917,2.115917863,0.047811462,0.336992365,0.661500773
5/11/2021 13:00,11/5/2021,1359,3411095,2129,114,2554803,54067,2608870,1183926,2254709,4863579,2.157907673,1.133096555,2.157907673,0.04566755,0.347080923,0.660992731
6/11/2021 13:00,11/6/2021,1811,3412906,1530,80,2605907,53693,2659600,1175656,2257417,4917017,2.216555693,1.154375554,2.216555693,0.045670672,0.344473595,0.661435445
7/11/2021 13:00,11/7/2021,1640,3414546,578,55,2100386,45459,2145845,1018028,2241618,4387463,2.063190796,0.936995509,2.063190796,0.044653978,0.298144468,0.65649079
8/11/2021 13:00,11/8/2021,1572,3416118,752,56,2107252,56007,2163259,1052868,2257795,4421054,2.001439877,0.933322999,2.001439877,0.053194702,0.308205981,0.660924184
9/11/2021 13:00,11/9/2021,1945,3418063,2348,132,2272541,56930,2329471,1103509,2261224,4590695,2.059376951,1.005004812,2.059376951,0.051589973,0.322846302,0.661551294
10/11/2021 13:00,11/10/2021,2069,3420132,1923,116,2507536,51379,2558915,1164141,2263723,4822638,2.15397963,1.107704432,2.15397963,0.044134688,0.340378968,0.661881764
11/11/2021 13:00,11/11/2021,2328,3422460,1723,89,2742994,51921,2794915,1237395,2267403,5062318,2.216748896,1.20975142,2.216748896,0.041959924,0.36155134,0.662506793
12/11/2021 13:00,11/12/2021,2432,3424892,1801,102,2841354,55476,2896830,1244241,2268929,5165759,2.283604221,1.252288635,2.283604221,0.044586218,0.363293499,0.662481912
13/11/2021 13:00,11/13/2021,2688,3427580,1804,89,2890569,55548,2946117,1219070,2268054,5214171,2.37112635,1.274470978,2.37112635,0.045565882,0.35566493,0.661707094
14/11/2021 13:00,11/14/2021,2706,3430286,832,57,2425112,51787,2476899,1071036,2260811,4737710,2.264267494,1.072673479,2.264267494,0.04835225,0.312229359,0.659073617
15/11/2021 13:00,11/15/2021,2091,3432377,1057,87,2452668,60466,2513134,1136180,2275280,4788414,2.158696685,1.077963152,2.158696685,0.05321868,0.331018417,0.662887556
16/11/2021 13:00,11/16/2021,2884,3435261,2287,126,2529169,56239,2585408,1164205,2278397,4863805,2.172442998,1.110065103,2.172442998,0.048306784,0.338898558,0.663238397
17/11/2021 13:00,11/17/2021,2914,3438175,1891,110,2666861,60644,2727505,1212710,2283352,5010857,2.199092116,1.167958773,2.199092116,0.050007009,0.352719102,0.664117446
18/11/2021 13:00,11/18/2021,4150,3442325,2374,157,2779417,64038,2843455,1255793,2290146,5133601,2.213276392,1.213641838,2.213276392,0.050994073,0.36480954,0.665290465
19/11/2021 13:00,11/19/2021,4209,3446534,2046,129,3020128,58402,3078530,1283600,2294413,5372943,2.352857588,1.316296587,2.352857588,0.045498598,0.37243213,0.66571605
20/11/2021 13:00,11/20/2021,3432,3449966,2419,86,3108620,52324,3160944,1301165,2294561,5455505,2.389105148,1.354777668,2.389105148,0.040213194,0.377152992,0.6650967
21/11/2021 13:00,11/21/2021,3065,3453031,758,65,2587719,49622,2637341,1140990,2286776,4924117,2.267959404,1.131601434,2.267959404,0.043490302,0.330431438,0.662251801
22/11/2021 13:00,11/22/2021,3340,3456371,1023,86,2508233,58244,2566477,1149461,2301154,4867631,2.182094912,1.089989197,2.182094912,0.050670706,0.332562969,0.665771701
23/11/2021 13:00,11/23/2021,4513,3460884,2133,168,2644214,57338,2701552,1202348,2308451,5010003,2.199208549,1.145449481,2.199208549,0.047688356,0.347410662,0.667011954
24/11/2021 13:00,11/24/2021,4531,3465415,2267,201,2780330,51876,2832206,1244928,2313599,5145805,2.233325943,1.201733749,2.233325943,0.04166988,0.359243554,0.667625378
25/11/2021 13:00,11/25/2021,4250,3469665,2073,166,2926610,48612,2975222,1278581,2319198,5294420,2.28895158,1.261906055,2.28895158,0.038020274,0.368502723,0.668421303
26/11/2021 13:00,11/26/2021,4214,3473879,1873,155,3297347,49643,3346990,1344622,2322549,5669539,2.45224829,1.419710413,2.45224829,0.03691967,0.387066446,0.6685751
27/11/2021 13:00,11/27/2021,3848,3477727,2740,140,3510538,46134,3556672,1371678,2324989,5881661,2.559301819,1.509915961,2.559301819,0.033633258,0.394417963,0.66853695
28/11/2021 13:00,11/28/2021,3722,3481449,855,67,2853747,42132,2895879,1179564,2314648,5210527,2.419323581,1.232907552,2.419323581,0.035718282,0.338814097,0.664851905
