Date/Time To,Date/Time To(New),App Registrations,Total_reg,QR Codes Generated,NZBN Registered Businesses,Scans,Manual Entries,Scan and manual Usage_perday,Active Devices,Bluetooth Active (24hr),Sca/manual/blutoo Total usagePerday,Avg scans per Avtive divices,Avg manual entries per Avtive Device,Scans per Active device,Manual entry per active device,Active device/Cumulative registrations,Bluetooth active/cumulative registrations
29/11/2021 13:00,11/29/2021,4111,3485560,1045,103,2715524,52169,2767693,1194105,2331803,5099496,2.274108223,1.164559785,2.274108223,0.043688788,0.34258627,0.668989488
30/11/2021 13:00,11/30/2021,5392,3490952,2467,236,2731619,54572,2786191,1227924,2339697,5125888,2.224583118,1.167509725,2.224583118,0.04444249,0.351744739,0.670217465
1/12/2021 13:00,12/1/2021,5120,3496072,2710,226,2851014,48281,2899295,1260647,2345810,5245105,2.261548237,1.215364416,2.261548237,0.038298588,0.360589542,0.670984465
2/12/2021 13:00,12/2/2021,4225,3500297,2994,241,2981284,49361,3030645,1299941,2351244,5381889,2.29339947,1.26796028,2.29339947,0.037971723,0.3713802,0.671726999
3/12/2021 13:00,12/3/2021,6940,3507237,3479,307,3334913,51369,3386282,1391241,2359015,5745297,2.397077861,1.413688764,2.397077861,0.03692315,0.396677213,0.672613513
4/12/2021 13:00,12/4/2021,7873,3515110,3011,187,3581060,43991,3625051,1437349,2363718,5988769,2.491433883,1.51501152,2.491433883,0.03060565,0.408905838,0.672444959
5/12/2021 13:00,12/5/2021,5613,3520723,1027,82,2983171,38760,3021931,1238099,2355435,5377366,2.409476948,1.266505338,2.409476948,0.031306059,0.35166044,0.669020255
6/12/2021 13:00,12/6/2021,4640,3525363,1280,131,2764262,44927,2809189,1225343,2368841,5178030,2.255908754,1.166925936,2.255908754,0.036664836,0.347579242,0.671942435
7/12/2021 13:00,12/7/2021,4001,3529364,4763,184,2873468,45034,2918502,1267570,2370845,5289347,2.266910703,1.212001628,2.266910703,0.035527821,0.359149694,0.671748508
8/12/2021 13:00,12/8/2021,3449,3532813,2202,124,3113634,43867,3157501,1329764,2377696,5535197,2.341493679,1.309517281,2.341493679,0.03298856,0.376403733,0.673031944
9/12/2021 13:00,12/9/2021,3261,3536074,2679,124,3237290,42523,3279813,1369159,2380924,5660737,2.364436855,1.359678007,2.364436855,0.031057752,0.387197496,0.673324144
10/12/2021 13:00,12/10/2021,2942,3539016,1998,92,3435945,40292,3476237,1404803,2381168,5857405,2.445855398,1.442966225,2.445855398,0.028681602,0.396947344,0.672833353
11/12/2021 13:00,12/11/2021,2709,3541725,1653,80,3543950,37385,3581335,1407499,2383117,5964452,2.517905874,1.487107012,2.517905874,0.026561298,0.397404937,0.672869012
12/12/2021 13:00,12/12/2021,2539,3544264,730,73,2957862,35295,2993157,1213057,2370670,5363827,2.43835368,1.247690315,2.43835368,0.029095912,0.342259211,0.668875118
13/12/2021 13:00,12/13/2021,2594,3546858,836,83,2851712,42063,2893775,1218667,2383324,5277099,2.340025618,1.196527203,2.340025618,0.034515581,0.343590581,0.671953599
14/12/2021 13:00,12/14/2021,2453,3549311,2251,77,2885262,41577,2926839,1247388,2388741,5315580,2.313042935,1.207858868,2.313042935,0.033331249,0.351445111,0.673015411
15/12/2021 13:00,12/15/2021,1903,3551214,2850,111,3049422,40988,3090410,1288515,2393593,5484003,2.366617385,1.273993532,2.366617385,0.031810262,0.362837891,0.674021053
16/12/2021 13:00,12/16/2021,2547,3553761,1399,106,3217615,40946,3258561,1341746,2395251,5653812,2.398080561,1.343331033,2.398080561,0.030516953,0.377556622,0.674004526
17/12/2021 13:00,12/17/2021,2602,3556363,1447,70,3527144,44103,3571247,1404321,2396926,5968173,2.511636585,1.471528116,2.511636585,0.031405213,0.394875607,0.67398238
18/12/2021 13:00,12/18/2021,2462,3558825,1472,59,3589536,41510,3631046,1388056,2395845,6026891,2.586016702,1.498233817,2.586016702,0.029905134,0.390032103,0.673212366
19/12/2021 13:00,12/19/2021,4599,3563424,2006,93,3008345,34721,3043066,1214239,2381480,5424546,2.477555901,1.263224969,2.477555901,0.028594865,0.340750638,0.668312275
20/12/2021 13:00,12/20/2021,4136,3567560,641,48,3031382,43133,3074515,1247426,2391916,5466431,2.430109682,1.267344673,2.430109682,0.034577602,0.34965803,0.670462725
21/12/2021 13:00,12/21/2021,4096,3571656,1242,60,3349112,43178,3392290,1330760,2397195,5789485,2.516691214,1.39709619,2.516691214,0.032446121,0.372589074,0.67117186
22/12/2021 13:00,12/22/2021,2164,3573820,1175,60,3594078,43458,3637536,1379098,2399595,6037131,2.60610776,1.497785251,2.60610776,0.031511901,0.385889049,0.671437006
23/12/2021 13:00,12/23/2021,2129,3575949,1106,48,3824362,43644,3868006,1431807,2401547,6269553,2.671003843,1.592457695,2.671003843,0.030481762,0.400399167,0.671583124
24/12/2021 13:00,12/24/2021,1992,3577941,858,36,3962540,38881,4001421,1450084,2398880,6400301,2.732627903,1.651829187,2.732627903,0.026812929,0.405284492,0.670463823
25/12/2021 13:00,12/25/2021,1667,3579608,427,21,1690649,24553,1715202,846815,2389232,4104434,1.996479751,0.707611902,1.996479751,0.028994527,0.236566406,0.667456325
26/12/2021 13:00,12/26/2021,1941,3581549,186,16,1160269,25750,1186019,555305,2366538,3552557,2.089426531,0.490281162,2.089426531,0.046370913,0.155046043,0.660758236
27/12/2021 13:00,12/27/2021,1678,3583227,448,40,2124935,40571,2165506,940761,2367700,4533206,2.25874053,0.897468007,2.25874053,0.043125725,0.262545744,0.660773096
28/12/2021 13:00,12/28/2021,1973,3585200,223,18,2240225,43563,2283788,983962,2360372,4644160,2.276739346,0.949098278,2.276739346,0.044273051,0.274451077,0.658365503
29/12/2021 13:00,12/29/2021,3845,3589045,267,17,2501773,45423,2547196,1063379,2367886,4915082,2.352663538,1.05654284,2.352663538,0.04271572,0.296284666,0.659753779
30/12/2021 13:00,12/30/2021,3923,3592968,447,24,2675159,52018,2727177,1153391,2368018,5095195,2.319386054,1.129703828,2.319386054,0.045100057,0.321013435,0.659070161
31/12/2021 13:00,12/31/2021,1946,3594914,1053,64,2734478,46115,2780593,1156788,2368003,5148596,2.363854051,1.154761206,2.363854051,0.039864694,0.32178461,0.658709221
